num_cores,coverage_amount_reached,duration_seconds,share_coverage_results,share_inputs_database
1540, 7.184285714285718, 1, false, false
1540, 40.614642857142805, 1, true, true
1540, 49.25500000000002, 1, true, false
1560, 7.097142857142857, 1, false, false
1560, 40.600357142857156, 1, true, true
1560, 8.906785714285716, 1, false, true
1560, 49.331785714285694, 1, true, false
1580, 7.133214285714288, 1, false, false
1580, 49.62178571428577, 1, true, false
1580, 40.69928571428571, 1, true, true
1580, 8.681428571428569, 1, false, true
1600, 8.696071428571432, 1, false, true
1600, 49.64357142857146, 1, true, false
1600, 7.132500000000009, 1, false, false
1600, 40.75892857142858, 1, true, true
1620, 8.846428571428568, 1, false, true
1620, 50.04142857142856, 1, true, false
1620, 40.83964285714288, 1, true, true
1620, 7.194285714285712, 1, false, false
1640, 8.800357142857138, 1, false, true
1640, 7.181785714285712, 1, false, false
1640, 50.01857142857144, 1, true, false
1640, 40.9167857142857, 1, true, true
1660, 7.092142857142855, 1, false, false
1660, 50.096428571428554, 1, true, false
1660, 40.876785714285695, 1, true, true
1660, 8.728928571428572, 1, false, true
1680, 50.0621428571429, 1, true, false
1680, 40.89999999999997, 1, true, true
1680, 8.893571428571434, 1, false, true
1680, 7.097500000000002, 1, false, false
1700, 7.109642857142859, 1, false, false
1700, 50.278928571428516, 1, true, false
1700, 41.33642857142858, 1, true, true
1700, 9.001785714285715, 1, false, true
1720, 41.22499999999997, 1, true, true
1720, 8.799642857142853, 1, false, true
1720, 50.2482142857143, 1, true, false
1720, 7.213214285714285, 1, false, false
1740, 7.28535714285714, 1, false, false
1740, 50.430357142857225, 1, true, false
1740, 8.686428571428566, 1, false, true
1740, 41.417857142857166, 1, true, true
1760, 50.417857142857144, 1, true, false
1760, 7.142142857142855, 1, false, false
1760, 41.680714285714295, 1, true, true
1760, 8.644999999999994, 1, false, true
1780, 7.269999999999994, 1, false, false
1780, 50.86249999999996, 1, true, false
1780, 41.78214285714292, 1, true, true
1780, 8.683571428571426, 1, false, true
1800, 7.176428571428565, 1, false, false
1800, 8.857142857142854, 1, false, true
1800, 50.962500000000006, 1, true, false
1800, 41.6110714285714, 1, true, true
1820, 51.20714285714281, 1, true, false
1820, 41.808214285714286, 1, true, true
1820, 7.170714285714281, 1, false, false
1820, 8.90178571428571, 1, false, true
1840, 7.183571428571428, 1, false, false
1840, 51.10678571428569, 1, true, false
1840, 41.71857142857146, 1, true, true
1840, 8.778214285714288, 1, false, true
1860, 41.93750000000001, 1, true, true
1860, 7.267142857142855, 1, false, false
1860, 8.81392857142857, 1, false, true
1860, 51.45035714285719, 1, true, false
1880, 42.20214285714287, 1, true, true
1880, 8.81857142857143, 1, false, true
1880, 51.36750000000002, 1, true, false
1880, 7.161428571428566, 1, false, false
1900, 8.736071428571433, 1, false, true
1900, 51.58499999999997, 1, true, false
1900, 7.247500000000001, 1, false, false
1900, 42.53785714285713, 1, true, true
1920, 42.39678571428573, 1, true, true
1920, 51.47750000000003, 1, true, false
1920, 7.171071428571431, 1, false, false
1920, 8.813571428571429, 1, false, true
1940, 51.809642857142876, 1, true, false
1940, 7.101071428571426, 1, false, false
1940, 42.51250000000002, 1, true, true
1940, 8.824285714285722, 1, false, true
1960, 42.59464285714282, 1, true, true
1960, 8.770714285714286, 1, false, true
1960, 51.83357142857141, 1, true, false
1960, 7.426785714285717, 1, false, false
1980, 7.216071428571429, 1, false, false
1980, 42.58892857142854, 1, true, true
1980, 8.77392857142858, 1, false, true
1980, 51.93714285714286, 1, true, false
2000, 7.136071428571429, 1, false, false
2000, 8.74714285714285, 1, false, true
2000, 52.29250000000006, 1, true, false
2000, 42.75678571428573, 1, true, true
20, 20.713214285714276, 5, true, false
20, 12.157499999999994, 5, false, true
20, 20.866785714285705, 5, true, true
20, 8.826428571428583, 5, false, false
40, 12.592142857142859, 5, false, true
40, 25.88607142857141, 5, true, true
40, 8.360714285714284, 5, false, false
40, 26.03214285714285, 5, true, false
60, 12.875357142857139, 5, false, true
60, 30.065714285714307, 5, true, false
60, 8.139642857142865, 5, false, false
60, 28.608928571428525, 5, true, true
80, 32.8078571428571, 5, true, false
80, 8.009642857142868, 5, false, false
80, 30.568571428571428, 5, true, true
80, 13.130000000000013, 5, false, true
100, 32.00928571428571, 5, true, true
100, 35.086785714285696, 5, true, false
100, 8.058214285714273, 5, false, false
100, 13.041785714285714, 5, false, true
120, 36.929642857142845, 5, true, false
120, 13.199642857142855, 5, false, true
120, 7.981785714285716, 5, false, false
120, 33.187499999999986, 5, true, true
140, 8.083571428571434, 5, false, false
140, 13.352142857142859, 5, false, true
140, 38.385714285714236, 5, true, false
140, 34.28250000000001, 5, true, true
160, 13.400714285714281, 5, false, true
160, 40.34178571428573, 5, true, false
160, 35.131428571428614, 5, true, true
160, 7.9025000000000025, 5, false, false
180, 35.96857142857141, 5, true, true
180, 41.68107142857143, 5, true, false
180, 7.781785714285715, 5, false, false
180, 13.534642857142849, 5, false, true
200, 13.574642857142866, 5, false, true
200, 42.371071428571405, 5, true, false
200, 7.785714285714285, 5, false, false
200, 37.08642857142858, 5, true, true
220, 37.40249999999997, 5, true, true
220, 7.859642857142859, 5, false, false
220, 43.761428571428574, 5, true, false
220, 13.526785714285712, 5, false, true
240, 7.911428571428565, 5, false, false
240, 38.31785714285716, 5, true, true
240, 44.95357142857142, 5, true, false
240, 13.509999999999994, 5, false, true
260, 7.9260714285714275, 5, false, false
260, 46.00392857142852, 5, true, false
260, 38.978571428571435, 5, true, true
260, 13.703571428571424, 5, false, true
280, 13.741785714285726, 5, false, true
280, 47.167142857142856, 5, true, false
280, 7.804285714285717, 5, false, false
280, 39.61321428571432, 5, true, true
300, 39.88821428571429, 5, true, true
300, 47.949999999999996, 5, true, false
300, 13.74535714285713, 5, false, true
300, 8.040714285714287, 5, false, false
320, 7.857500000000004, 5, false, false
320, 48.52821428571428, 5, true, false
320, 13.781785714285714, 5, false, true
320, 40.412857142857156, 5, true, true
340, 41.175714285714264, 5, true, true
340, 7.881785714285716, 5, false, false
340, 49.120714285714314, 5, true, false
340, 13.725714285714302, 5, false, true
360, 13.702142857142848, 5, false, true
360, 8.042857142857148, 5, false, false
360, 49.87250000000001, 5, true, false
360, 41.67964285714287, 5, true, true
380, 42.40785714285718, 5, true, true
380, 7.7782142857142835, 5, false, false
380, 50.67821428571431, 5, true, false
380, 13.877142857142854, 5, false, true
400, 42.37749999999999, 5, true, true
400, 7.913928571428572, 5, false, false
400, 51.163571428571444, 5, true, false
400, 13.761071428571434, 5, false, true
420, 43.270357142857186, 5, true, true
420, 13.810357142857136, 5, false, true
420, 7.87714285714285, 5, false, false
420, 51.69464285714282, 5, true, false
440, 52.54142857142857, 5, true, false
440, 43.72857142857139, 5, true, true
440, 7.821071428571425, 5, false, false
440, 13.870357142857136, 5, false, true
460, 7.794285714285718, 5, false, false
460, 52.774642857142844, 5, true, false
460, 44.0292857142857, 5, true, true
460, 13.881785714285725, 5, false, true
480, 53.048928571428526, 5, true, false
480, 13.993571428571444, 5, false, true
480, 7.810357142857141, 5, false, false
480, 44.18535714285715, 5, true, true
500, 14.01214285714286, 5, false, true
500, 54.15821428571433, 5, true, false
500, 7.922857142857147, 5, false, false
500, 44.61821428571424, 5, true, true
520, 45.145714285714334, 5, true, true
520, 7.923571428571429, 5, false, false
520, 54.528571428571375, 5, true, false
520, 13.904999999999992, 5, false, true
540, 13.891785714285726, 5, false, true
540, 7.914285714285717, 5, false, false
540, 54.693214285714284, 5, true, false
540, 45.479285714285695, 5, true, true
560, 46.28464285714293, 5, true, true
560, 55.3296428571429, 5, true, false
560, 7.8821428571428545, 5, false, false
560, 13.982857142857146, 5, false, true
580, 55.81178571428574, 5, true, false
580, 14.052857142857134, 5, false, true
580, 46.347857142857116, 5, true, true
580, 7.876785714285715, 5, false, false
600, 13.98750000000001, 5, false, true
600, 8.008214285714283, 5, false, false
600, 55.946428571428555, 5, true, false
600, 46.775714285714294, 5, true, true
620, 7.906428571428561, 5, false, false
620, 46.59107142857148, 5, true, true
620, 13.871785714285723, 5, false, true
620, 56.77428571428571, 5, true, false
640, 47.48250000000001, 5, true, true
640, 14.08571428571431, 5, false, true
640, 57.11928571428571, 5, true, false
640, 7.84107142857143, 5, false, false
660, 7.937857142857139, 5, false, false
660, 14.0875, 5, false, true
660, 47.901428571428596, 5, true, true
660, 57.437499999999986, 5, true, false
680, 48.35428571428576, 5, true, true
680, 14.057500000000006, 5, false, true
680, 57.62999999999992, 5, true, false
680, 7.861071428571425, 5, false, false
700, 7.994999999999998, 5, false, false
700, 14.07928571428571, 5, false, true
700, 48.56214285714286, 5, true, true
700, 57.858571428571416, 5, true, false
720, 48.8803571428572, 5, true, true
720, 58.1310714285714, 5, true, false
720, 7.90571428571428, 5, false, false
720, 14.131071428571417, 5, false, true
740, 14.116428571428559, 5, false, true
740, 58.87678571428569, 5, true, false
740, 49.12357142857141, 5, true, true
740, 7.7178571428571425, 5, false, false
760, 14.117142857142861, 5, false, true
760, 7.882499999999997, 5, false, false
760, 58.8317857142857, 5, true, false
760, 49.455357142857075, 5, true, true
780, 7.9442857142857095, 5, false, false
780, 49.70678571428572, 5, true, true
780, 59.45392857142853, 5, true, false
780, 14.182857142857138, 5, false, true
800, 7.932500000000001, 5, false, false
800, 59.437857142857155, 5, true, false
800, 50.09214285714284, 5, true, true
800, 14.206428571428576, 5, false, true
820, 14.191428571428569, 5, false, true
820, 7.895000000000003, 5, false, false
820, 59.975714285714275, 5, true, false
820, 50.21321428571425, 5, true, true
840, 8.047142857142857, 5, false, false
840, 60.013571428571424, 5, true, false
840, 50.520000000000074, 5, true, true
840, 14.327499999999993, 5, false, true
860, 13.98678571428571, 5, false, true
860, 7.770000000000004, 5, false, false
860, 51.19035714285717, 5, true, true
860, 60.560357142857136, 5, true, false
880, 14.282857142857152, 5, false, true
880, 51.330714285714286, 5, true, true
880, 7.9239285714285685, 5, false, false
880, 60.677142857142904, 5, true, false
900, 51.591785714285706, 5, true, true
900, 7.901071428571429, 5, false, false
900, 14.282142857142862, 5, false, true
900, 60.99321428571428, 5, true, false
920, 7.942499999999994, 5, false, false
920, 61.27285714285712, 5, true, false
920, 51.76749999999997, 5, true, true
920, 14.202142857142862, 5, false, true
940, 14.093214285714287, 5, false, true
940, 61.50607142857145, 5, true, false
940, 7.683214285714285, 5, false, false
940, 51.92785714285714, 5, true, true
960, 14.188928571428574, 5, false, true
960, 61.55892857142866, 5, true, false
960, 7.929642857142857, 5, false, false
960, 52.780714285714275, 5, true, true
980, 61.90071428571427, 5, true, false
980, 14.283214285714287, 5, false, true
980, 52.451428571428536, 5, true, true
980, 7.950000000000006, 5, false, false
1000, 52.757857142857155, 5, true, true
1000, 14.269285714285717, 5, false, true
1000, 62.32000000000003, 5, true, false
1000, 7.963571428571431, 5, false, false
1020, 52.95571428571425, 5, true, true
1020, 14.303214285714287, 5, false, true
1020, 62.285714285714285, 5, true, false
1020, 7.916785714285713, 5, false, false
1040, 53.473571428571496, 5, true, true
1040, 7.99, 5, false, false
1040, 62.50499999999997, 5, true, false
1040, 14.286428571428578, 5, false, true
1060, 7.900000000000011, 5, false, false
1060, 53.60999999999998, 5, true, true
1060, 14.260000000000005, 5, false, true
1060, 62.894285714285694, 5, true, false
1080, 53.64999999999999, 5, true, true
1080, 62.88285714285715, 5, true, false
1080, 14.368214285714284, 5, false, true
1080, 7.906428571428566, 5, false, false
1100, 14.324285714285722, 5, false, true
1100, 8.012142857142859, 5, false, false
1100, 63.284285714285744, 5, true, false
1100, 54.00107142857149, 5, true, true
1120, 63.346428571428554, 5, true, false
1120, 54.24642857142855, 5, true, true
1120, 14.275357142857144, 5, false, true
1120, 7.893928571428571, 5, false, false
1140, 7.882857142857152, 5, false, false
1140, 63.66214285714287, 5, true, false
1140, 54.8896428571428, 5, true, true
1140, 14.249642857142852, 5, false, true
1160, 54.73535714285716, 5, true, true
1160, 14.36357142857142, 5, false, true
1160, 7.971428571428575, 5, false, false
1160, 63.55035714285716, 5, true, false
1180, 14.287857142857137, 5, false, true
1180, 54.829999999999956, 5, true, true
1180, 7.8653571428571425, 5, false, false
1180, 63.962499999999984, 5, true, false
1200, 8.02857142857144, 5, false, false
1200, 55.122499999999995, 5, true, true
1200, 14.270714285714291, 5, false, true
1200, 64.03571428571426, 5, true, false
1220, 14.378571428571426, 5, false, true
1220, 55.17000000000001, 5, true, true
1220, 7.810714285714289, 5, false, false
1220, 64.31071428571427, 5, true, false
1240, 7.973214285714282, 5, false, false
1240, 14.391428571428584, 5, false, true
1240, 64.4510714285714, 5, true, false
1240, 55.36142857142861, 5, true, true
1260, 56.1025, 5, true, true
1260, 14.325357142857149, 5, false, true
1260, 7.758571428571426, 5, false, false
1260, 64.63821428571431, 5, true, false
1280, 7.868571428571443, 5, false, false
1280, 64.80000000000004, 5, true, false
1280, 14.309642857142848, 5, false, true
1280, 56.15071428571427, 5, true, true
1300, 56.19249999999999, 5, true, true
1300, 64.96535714285716, 5, true, false
1300, 14.43928571428571, 5, false, true
1300, 7.901428571428576, 5, false, false
1320, 7.993214285714277, 5, false, false
1320, 65.13642857142858, 5, true, false
1320, 56.42214285714279, 5, true, true
1320, 14.418571428571433, 5, false, true
1340, 56.50607142857141, 5, true, true
1340, 65.18857142857149, 5, true, false
1340, 14.415, 5, false, true
1340, 7.79821428571429, 5, false, false
1360, 65.60714285714283, 5, true, false
1360, 56.91607142857145, 5, true, true
1360, 7.962857142857147, 5, false, false
1360, 14.376428571428567, 5, false, true
1380, 14.36464285714286, 5, false, true
1380, 57.120000000000005, 5, true, true
1380, 65.4782142857143, 5, true, false
1380, 8.029999999999996, 5, false, false
1400, 14.37392857142858, 5, false, true
1400, 57.27035714285717, 5, true, true
1400, 7.924285714285713, 5, false, false
1400, 65.84857142857142, 5, true, false
1420, 8.017857142857146, 5, false, false
1420, 57.660714285714306, 5, true, true
1420, 14.535714285714295, 5, false, true
1420, 65.78999999999999, 5, true, false
1440, 57.91321428571423, 5, true, true
1440, 66.10928571428575, 5, true, false
1440, 14.416428571428579, 5, false, true
1440, 8.026785714285714, 5, false, false
1460, 57.75428571428572, 5, true, true
1460, 66.44142857142859, 5, true, false
1460, 7.883214285714287, 5, false, false
1460, 14.572500000000003, 5, false, true
1480, 66.16392857142856, 5, true, false
1480, 7.996428571428569, 5, false, false
1480, 58.23071428571428, 5, true, true
1480, 14.446428571428566, 5, false, true
1500, 14.476428571428567, 5, false, true
1500, 7.913214285714289, 5, false, false
1500, 58.0103571428571, 5, true, true
1500, 66.31214285714292, 5, true, false
1520, 58.453928571428584, 5, true, true
1520, 66.40392857142852, 5, true, false
1520, 7.873571428571435, 5, false, false
1520, 14.340000000000002, 5, false, true
1540, 58.52892857142852, 5, true, true
1540, 8.139285714285718, 5, false, false
1540, 66.52678571428571, 5, true, false
1540, 14.410357142857142, 5, false, true
1560, 66.65892857142855, 5, true, false
1560, 7.872142857142859, 5, false, false
1560, 14.592142857142866, 5, false, true
1560, 58.81142857142857, 5, true, true
1580, 14.545714285714281, 5, false, true
1580, 66.81857142857143, 5, true, false
1580, 58.804285714285705, 5, true, true
1580, 7.943928571428579, 5, false, false
1600, 14.320357142857146, 5, false, true
1600, 59.20000000000003, 5, true, true
1600, 7.76178571428572, 5, false, false
1600, 67.05107142857143, 5, true, false
1620, 58.74821428571436, 5, true, true
1620, 7.911785714285721, 5, false, false
1620, 67.13428571428571, 5, true, false
1620, 14.523928571428593, 5, false, true
1640, 14.392500000000002, 5, false, true
1640, 67.2153571428572, 5, true, false
1640, 59.25000000000003, 5, true, true
1640, 8.048928571428567, 5, false, false
1660, 7.856428571428571, 5, false, false
1660, 67.4639285714285, 5, true, false
1660, 14.342857142857143, 5, false, true
1660, 59.206428571428596, 5, true, true
1680, 59.86607142857147, 5, true, true
1680, 7.858571428571432, 5, false, false
1680, 67.49964285714287, 5, true, false
1680, 14.602857142857152, 5, false, true
1700, 7.917142857142863, 5, false, false
1700, 67.62214285714282, 5, true, false
1700, 59.764642857142874, 5, true, true
1700, 14.492857142857144, 5, false, true
1720, 7.918214285714294, 5, false, false
1720, 14.47107142857143, 5, false, true
1720, 67.75107142857145, 5, true, false
1720, 60.39107142857141, 5, true, true
1740, 67.79500000000004, 5, true, false
1740, 14.519285714285715, 5, false, true
1740, 7.841785714285711, 5, false, false
1740, 60.58964285714285, 5, true, true
1760, 60.44678571428572, 5, true, true
