fuzz_cases,coverage_reached,mutation_aggressiveness
21, 26.25, 50
22, 26.785714285714285, 50
24, 27.142857142857142, 50
27, 27.67857142857143, 50
28, 27.857142857142858, 50
29, 28.392857142857142, 50
30, 29.82142857142857, 50
31, 30.714285714285715, 50
32, 30.892857142857146, 50
34, 31.607142857142854, 50
35, 32.5, 50
36, 32.67857142857143, 50
38, 32.857142857142854, 50
39, 33.92857142857143, 50
40, 34.464285714285715, 50
42, 34.82142857142857, 50
43, 35.535714285714285, 50
44, 35.892857142857146, 50
45, 36.42857142857142, 50
49, 36.964285714285715, 50
50, 37.142857142857146, 50
52, 37.5, 50
53, 37.67857142857143, 50
57, 38.21428571428571, 50
59, 38.392857142857146, 50
62, 39.464285714285715, 50
66, 40, 50
68, 40.17857142857143, 50
71, 40.35714285714286, 50
75, 40.535714285714285, 50
76, 40.714285714285715, 50
86, 40.89285714285714, 50
87, 41.25, 50
89, 41.60714285714286, 50
95, 41.785714285714285, 50
105, 42.32142857142857, 50
111, 42.857142857142854, 50
114, 43.392857142857146, 50
131, 43.57142857142857, 50
133, 45.714285714285715, 50
138, 46.07142857142857, 50
139, 46.25, 50
149, 46.785714285714285, 50
151, 47.85714285714286, 50
152, 48.035714285714285, 50
153, 48.214285714285715, 50
159, 49.107142857142854, 50
162, 49.464285714285715, 50
164, 49.642857142857146, 50
166, 50, 50
169, 50.17857142857143, 50
172, 50.357142857142854, 50
175, 50.535714285714285, 50
184, 51.42857142857142, 50
188, 51.60714285714286, 50
190, 52.5, 50
191, 52.67857142857143, 50
202, 52.85714285714286, 50
203, 53.75, 50
265, 53.92857142857142, 50
276, 54.107142857142854, 50
278, 54.285714285714285, 50
280, 54.46428571428571, 50
294, 54.64285714285714, 50
296, 54.82142857142858, 50
299, 55.00000000000001, 50
300, 55.17857142857143, 50
304, 55.53571428571429, 50
315, 56.07142857142857, 50
341, 56.607142857142854, 50
363, 56.785714285714285, 50
368, 56.96428571428571, 50
370, 57.14285714285714, 50
400, 57.49999999999999, 50
418, 58.03571428571429, 50
439, 58.214285714285715, 50
479, 58.392857142857146, 50
491, 58.57142857142858, 50
517, 58.75, 50
537, 59.10714285714286, 50
568, 59.285714285714285, 50
571, 60, 50
580, 60.17857142857142, 50
598, 60.357142857142854, 50
644, 60.535714285714285, 50
676, 63.035714285714285, 50
681, 63.21428571428571, 50
701, 63.39285714285714, 50
788, 63.57142857142857, 50
791, 63.74999999999999, 50
792, 64.10714285714286, 50
811, 65.17857142857143, 50
844, 65.53571428571429, 50
863, 65.89285714285714, 50
865, 66.07142857142857, 50
871, 67.5, 50
882, 67.67857142857143, 50
888, 67.85714285714286, 50
920, 68.03571428571429, 50
942, 68.21428571428572, 50
952, 68.39285714285714, 50
961, 68.75, 50
1021, 68.92857142857143, 50
1036, 69.10714285714286, 50
1061, 69.46428571428571, 50
1097, 69.82142857142857, 50
1143, 71.07142857142857, 50
1187, 71.25, 50
1422, 71.42857142857143, 50
1467, 71.60714285714286, 50
1506, 72.32142857142857, 50
1584, 72.67857142857143, 50
1625, 72.85714285714285, 50
1627, 73.03571428571428, 50
1738, 73.21428571428571, 50
1801, 73.39285714285714, 50
1874, 74.46428571428572, 50
1941, 74.64285714285714, 50
2011, 74.82142857142857, 50
2046, 75.17857142857143, 50
2090, 75.35714285714286, 50
2148, 75.53571428571428, 50
2247, 75.71428571428571, 50
2266, 75.89285714285714, 50
2407, 76.07142857142857, 50
2565, 76.25, 50
2853, 76.60714285714286, 50
2989, 77.32142857142857, 50
3012, 77.5, 50
3024, 77.67857142857143, 50
3159, 77.85714285714286, 50
3497, 78.03571428571429, 50
3600, 78.39285714285714, 50
3701, 78.75, 50
3717, 78.92857142857143, 50
3766, 79.10714285714285, 50
3911, 79.28571428571428, 50
4094, 79.46428571428571, 50
4168, 79.82142857142858, 50
4702, 80, 50
5023, 80.17857142857143, 50
5637, 80.35714285714286, 50
6305, 80.53571428571429, 50
6535, 80.71428571428572, 50
6791, 80.89285714285714, 50
7329, 81.07142857142857, 50
7549, 81.25, 50
7596, 81.42857142857143, 50
7646, 81.96428571428571, 50
9032, 82.14285714285714, 50
9368, 82.32142857142857, 50
9376, 82.5, 50
9926, 82.67857142857142, 50
10700, 82.85714285714286, 50
11324, 83.39285714285715, 50
11629, 83.57142857142857, 50
11746, 83.75, 50
12320, 83.92857142857143, 50
13077, 84.10714285714286, 50
13143, 84.28571428571429, 50
13913, 84.64285714285714, 50
14763, 84.82142857142857, 50
15150, 85, 50
16700, 85.53571428571428, 50
17106, 85.71428571428571, 50
17553, 85.89285714285714, 50
17915, 86.07142857142858, 50
18635, 86.25, 50
18974, 86.42857142857143, 50
20262, 86.60714285714286, 50
20983, 86.78571428571429, 50
21043, 86.96428571428572, 50
23444, 87.14285714285714, 50
25301, 87.85714285714286, 50
25494, 88.03571428571428, 50
25602, 88.21428571428571, 50
26241, 88.39285714285714, 50
26643, 88.57142857142857, 50
27008, 88.75, 50
27207, 88.92857142857142, 50
27461, 89.10714285714286, 50
27897, 89.28571428571429, 50
29060, 89.64285714285715, 50
36979, 90, 50
38758, 90.17857142857143, 50
43185, 90.53571428571429, 50
44667, 90.71428571428571, 50
47112, 90.89285714285714, 50
48774, 91.78571428571428, 50
50990, 91.96428571428571, 50
51181, 92.14285714285714, 50
51188, 92.32142857142858, 50
52213, 92.5, 50
52732, 92.67857142857143, 50
53904, 92.85714285714286, 50
55694, 93.03571428571429, 50
58410, 93.21428571428572, 50
58453, 93.39285714285714, 50
58457, 93.57142857142857, 50
60689, 93.75, 50
61637, 93.92857142857143, 50
61871, 94.10714285714286, 50
62787, 94.28571428571428, 50
64014, 94.46428571428571, 50
67827, 94.64285714285714, 50
68092, 94.82142857142857, 50
70828, 95, 50
136242, 95.17857142857142, 50
138698, 95.35714285714286, 50
186526, 95.53571428571429, 50
212330, 95.71428571428572, 50
223190, 95.89285714285715, 50
257972, 96.60714285714286, 50
266742, 96.78571428571429, 50
281644, 96.96428571428571, 50
281991, 97.14285714285714, 50
288638, 97.32142857142857, 50
305541, 97.5, 50
391756, 97.67857142857143, 50
523037, 97.85714285714285, 50
538935, 98.03571428571428, 50
582692, 98.21428571428571, 50
592616, 98.39285714285714, 50
628488, 98.57142857142858, 50
732975, 98.75, 50
745328, 98.92857142857143, 50
779387, 99.10714285714286, 50
847376, 99.28571428571429, 50
852438, 99.46428571428572, 50
888611, 99.64285714285714, 50
900896, 99.82142857142857, 50
4225539, 100, 50
